"""<strong>ID
</strong>""","""<strong>經節
Verse</strong>""","""<strong>錄音
Audio</strong>""","""<strong>經卷
Book</strong>"""
1fwMBFh_Hsvg_ExQXnnmIGxAO_HUVGSvvwvviOhoWE6o,3:01-05,"<a href=""https://docs.google.com/document/d/1fwMBFh_Hsvg_ExQXnnmIGxAO_HUVGSvvwvviOhoWE6o/edit?usp=drivesdk"">GoogleDrive</a>",路得记 Ruth
14Q0oMbyxddIy_bAFFJU9etpstEgeFaxFUeLB1UkBdRk,2:17-23,"<a href=""https://docs.google.com/document/d/14Q0oMbyxddIy_bAFFJU9etpstEgeFaxFUeLB1UkBdRk/edit?usp=drivesdk"">GoogleDrive</a>",路得记 Ruth
1TXx1Clw3pHpOPyqWFAIgK9yf8YiSqB4yW0DPuFkRPQc,2:08-16,"<a href=""https://docs.google.com/document/d/1TXx1Clw3pHpOPyqWFAIgK9yf8YiSqB4yW0DPuFkRPQc/edit?usp=drivesdk"">GoogleDrive</a>",路得记 Ruth
11Dct69jWuNCx74KxGnVxsLSAT979aGGUPvc6_ZlSQM4,2:01-07,"<a href=""https://docs.google.com/document/d/11Dct69jWuNCx74KxGnVxsLSAT979aGGUPvc6_ZlSQM4/edit?usp=drivesdk"">GoogleDrive</a>",路得记 Ruth
1GSLp3sw2SPEi-GB0Wn-p2JQ2KunapymtC_SIo-7NEQw,1: 06-15,"<a href=""https://docs.google.com/document/d/1GSLp3sw2SPEi-GB0Wn-p2JQ2KunapymtC_SIo-7NEQw/edit?usp=drivesdk"">GoogleDrive</a>",路得记 Ruth
1P6qhLJBQ2vGU5_DQrasEb9ZLzoToUkvkfy1MfLaPq6g,1: 01-05,"<a href=""https://docs.google.com/document/d/1P6qhLJBQ2vGU5_DQrasEb9ZLzoToUkvkfy1MfLaPq6g/edit?usp=drivesdk"">GoogleDrive</a>",路得记 Ruth
1LNiUM6eUwwmNxU5uhD-nxlLECGwxxdfPxXazpxFZ2Ig,Prestudy Notes for 1 Corinthians Chapter 1 Verses 10 to 17 ,"<a href=""https://docs.google.com/document/d/1LNiUM6eUwwmNxU5uhD-nxlLECGwxxdfPxXazpxFZ2Ig/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
17yQ_vT3r0GW6yQDIghmrE7HgKbcgPEQPzoOriTCaQMg,Prestudy Notes for 1 Corinthians Chapter 16 Verses 19 to 24,"<a href=""https://docs.google.com/document/d/17yQ_vT3r0GW6yQDIghmrE7HgKbcgPEQPzoOriTCaQMg/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
12lYcx29UrZOh0AIGelPknoF9oRQtiZVQr2vUt6dYe8g,Prestudy Notes for 1 Corinthians Chapter 16 Verses 15 to 24 (1 of 2) ,"<a href=""https://docs.google.com/document/d/12lYcx29UrZOh0AIGelPknoF9oRQtiZVQr2vUt6dYe8g/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
1XeVsWKFbB0SUgMxzZUxh32s8Tq5R6jS9uDvJYEE95jg,Prestudy Notes for 1 Corinthians Chapter 16 Verses 15 to 24(2 of 2),"<a href=""https://docs.google.com/document/d/1XeVsWKFbB0SUgMxzZUxh32s8Tq5R6jS9uDvJYEE95jg/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
1xHnxWKsKcY6LNWmTAYvDwbDJbNX0RXCjLKz3U0v-2_Q,Prestudy Notes for 1 Corinthians Chapter 16 Verses 10 to 14,"<a href=""https://docs.google.com/document/d/1xHnxWKsKcY6LNWmTAYvDwbDJbNX0RXCjLKz3U0v-2_Q/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
16ch7YjhUPq7i7pVo_UC24tUZwiXlpWpycmMBKTr8LWs,Prestudy Notes for 1 Corinthians Chapter 16 Verses 5 to 9,"<a href=""https://docs.google.com/document/d/16ch7YjhUPq7i7pVo_UC24tUZwiXlpWpycmMBKTr8LWs/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
1-sCkEiiOQ26ZHaZcnmvuewJ7iTy0oK9p-997yzrKW1I,Prestudy Notes for 1 Corinthians Chapter 16 Verses 1 to 4,"<a href=""https://docs.google.com/document/d/1-sCkEiiOQ26ZHaZcnmvuewJ7iTy0oK9p-997yzrKW1I/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
1u5Pkljwb3uFxZxdifDOxdxNxNAOCnqL1jKcAOiPPGjg,Prestudy Notes for 1 Corinthians Chapter 15 Verses 50 to 58,"<a href=""https://docs.google.com/document/d/1u5Pkljwb3uFxZxdifDOxdxNxNAOCnqL1jKcAOiPPGjg/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
1wCR-78kiBQ5lS53EwrUU05Lo87A7BLS8s6UJvA6vVsc,Prestudy Notes for 1 Corinthians Chapter 15 Verses 35 to 50,"<a href=""https://docs.google.com/document/d/1wCR-78kiBQ5lS53EwrUU05Lo87A7BLS8s6UJvA6vVsc/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
1MRkz5m_oXxWwJZyMW11RnNHEdk7miBwB2Ljm-DCofX0,Prestudy Notes for 1 Corinthians Chapter 15 Verses 29 to 34,"<a href=""https://docs.google.com/document/d/1MRkz5m_oXxWwJZyMW11RnNHEdk7miBwB2Ljm-DCofX0/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
1IfWNprZ8Zy_qRGuOgexVOPWy6-hUcvqXnDiLNOQblGo,1 Cor 6 Review - Notes 2018-5-8,"<a href=""https://docs.google.com/document/d/1IfWNprZ8Zy_qRGuOgexVOPWy6-hUcvqXnDiLNOQblGo/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
1lev5TFbKuEBU0d1kC5E5scr56RJ-1Cb30X6EK4lPDQw,Prestudy Notes for 1 Corinthians Chapter 15 Verses 20 to 28,"<a href=""https://docs.google.com/document/d/1lev5TFbKuEBU0d1kC5E5scr56RJ-1Cb30X6EK4lPDQw/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
1SRORNmYzZXQxumf_b7Pnm15rtmG5Gt1EjR40EPHesE8,Prestudy Notes for 1 Corinthians Chapter 15 Verses 12 to 19,"<a href=""https://docs.google.com/document/d/1SRORNmYzZXQxumf_b7Pnm15rtmG5Gt1EjR40EPHesE8/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
17fbuGI6QRPajrEk7vtXHgdltPWNngsTha2v9UJEf7vI,Prestudy Notes for 1 Corinthians Chapter 14 Verses 26 to 40,"<a href=""https://docs.google.com/document/d/17fbuGI6QRPajrEk7vtXHgdltPWNngsTha2v9UJEf7vI/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
1-LfCWAZpKqKbrL55grBZ4an_-EuyiES9IGWNkURtEmQ,Prestudy Notes for 1 Corinthians Chapter 14 Verses 20 to 25,"<a href=""https://docs.google.com/document/d/1-LfCWAZpKqKbrL55grBZ4an_-EuyiES9IGWNkURtEmQ/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
1EwemmBuCkmBgkqcX-iAb0nTguvVb_Tjn523uoQTuEDM,Prestudy Notes for 1 Corinthians Chapter 15 Verses 1 to 11,"<a href=""https://docs.google.com/document/d/1EwemmBuCkmBgkqcX-iAb0nTguvVb_Tjn523uoQTuEDM/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
1MvNMKpaDRl7-KRwGwQKjtiqIrvchwshPlCAAKQN0z3M,Prestudy Notes for 1 Corinthians Review Chapter 1 to 4.docx,"<a href=""https://docs.google.com/document/d/1MvNMKpaDRl7-KRwGwQKjtiqIrvchwshPlCAAKQN0z3M/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
1eZBi86pjFFEEtvSgTXQHQJGVRK81Hpvyud1bWXWSN6g,Prestudy Notes for 1 Corinthians Chapter 13 Verses 8 to 13,"<a href=""https://docs.google.com/document/d/1eZBi86pjFFEEtvSgTXQHQJGVRK81Hpvyud1bWXWSN6g/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
17NEE6DtlE6181wgEaVS9geoLYbQpOaCoq5rmygXOeMc,Prestudy Notes for 1 Corinthians Chapter 13 Verses 4 to 7 ,"<a href=""https://docs.google.com/document/d/17NEE6DtlE6181wgEaVS9geoLYbQpOaCoq5rmygXOeMc/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
1VutAQjfKUXwuEtwTLbpA-1iZ6ApKReVblXhFpOsPUQA,Prestudy Notes for 1 Corinthians Chapter 12 Verses 12 to 27,"<a href=""https://docs.google.com/document/d/1VutAQjfKUXwuEtwTLbpA-1iZ6ApKReVblXhFpOsPUQA/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
1Bla1JQvT3zqlVRumROQF7liMwpYWk9wndPP7w8wTxU4,Prestudy Notes for 1 Corinthians Chapter 13 Verses 1 to 3 ,"<a href=""https://docs.google.com/document/d/1Bla1JQvT3zqlVRumROQF7liMwpYWk9wndPP7w8wTxU4/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
1f4AFfoUajSwQm0Ev3iiSFtWNBxtz1sIj0xA84wKcRNo,Prestudy Notes for 1 Corinthians Chapter 12 Verses 27 to 31,"<a href=""https://docs.google.com/document/d/1f4AFfoUajSwQm0Ev3iiSFtWNBxtz1sIj0xA84wKcRNo/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
1kk5ew7RY17NoJF77FQIaH47byXu-Yg76lWbGjA7T8M4,Prestudy Notes for 1 Corinthians Chapter 11 Verses 1 to 16 蒙頭的問題(倪柝聲) ,"<a href=""https://docs.google.com/document/d/1kk5ew7RY17NoJF77FQIaH47byXu-Yg76lWbGjA7T8M4/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
1MHuSgmygRwAVlyKolEy9Yyj6UMsT5LLGeyD6aCI5U3s,Prestudy Notes for 1 Corinthians Chapter 11 Verses 23 to 34 擘餅(倪柝声),"<a href=""https://docs.google.com/document/d/1MHuSgmygRwAVlyKolEy9Yyj6UMsT5LLGeyD6aCI5U3s/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
17AHWwlutP8OPlzYb3XTnyUzPcBu1AkVJxs3V_9zeT_U,Prestudy Notes for 1 Corinthians Chapter 11 Verses 17 to 22,"<a href=""https://docs.google.com/document/d/17AHWwlutP8OPlzYb3XTnyUzPcBu1AkVJxs3V_9zeT_U/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
1jp0GThUdBT-9FoflW5kVofj0NSPMq9S1sYN02ngDUjc,Prestudy Notes for 1 Corinthians Chapter 10 Verses 14 to 22,"<a href=""https://docs.google.com/document/d/1jp0GThUdBT-9FoflW5kVofj0NSPMq9S1sYN02ngDUjc/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
16fktgvqcXNQ949jG-Hj8Jpw3NtDlhmvLiSXnBzYDNrE,Prestudy Notes for 1 Corinthians Chapter 10 Verses 23 to 33,"<a href=""https://docs.google.com/document/d/16fktgvqcXNQ949jG-Hj8Jpw3NtDlhmvLiSXnBzYDNrE/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
1LNle4bsvciKbv68y7Sd6X6fPULLwh8ABKhgz4-XZ94U,Prestudy Notes for 1 Corinthians Chapter 9 Verses 15 to 27,"<a href=""https://docs.google.com/document/d/1LNle4bsvciKbv68y7Sd6X6fPULLwh8ABKhgz4-XZ94U/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
1Nvc0tJejtvSw1hm8khDcNX8uhhnw5gllJM-aex5wglY,Prestudy Notes for 1 Corinthians Chapter 9 Verses 1 to 14,"<a href=""https://docs.google.com/document/d/1Nvc0tJejtvSw1hm8khDcNX8uhhnw5gllJM-aex5wglY/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
1dP2sbxNQ2IhGVf3SYRr1KKiJkRSPWM9D3-nBpwafb00,Prestudy Notes for 1 Corinthians Chapter 8 Verses 7 to 13 ,"<a href=""https://docs.google.com/document/d/1dP2sbxNQ2IhGVf3SYRr1KKiJkRSPWM9D3-nBpwafb00/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
1lzbNKHZbzqC94ovvHlQlZWWkaHDY6Bn8QCPaCT99bfI,Prestudy Notes for 1 Corinthians Chapter 7 Verses 36 to 40,"<a href=""https://docs.google.com/document/d/1lzbNKHZbzqC94ovvHlQlZWWkaHDY6Bn8QCPaCT99bfI/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
1MPmBlsRH1l2QhrgVKIelpjC3FJhy4hLy-AHUBFJIaoc,Prestudy Notes for 1 Corinthians Chapter 8 Verses 1 to 6.docx,"<a href=""https://docs.google.com/document/d/1MPmBlsRH1l2QhrgVKIelpjC3FJhy4hLy-AHUBFJIaoc/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
1MDUkO541Dtaa5Ba-g-G6-8oVxpcQwDsId61164q9l4E,Prestudy Notes for 1 Corinthians Chapter 7 Verses 17 to 24,"<a href=""https://docs.google.com/document/d/1MDUkO541Dtaa5Ba-g-G6-8oVxpcQwDsId61164q9l4E/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
1LtVpnoQL_TSXI2cPpSTEnt7XFtdDIBbtLv-DMOJZi5o,Prestudy Notes for 1 Corinthians Chapter 7 Verses 10 to 16.docx,"<a href=""https://docs.google.com/document/d/1LtVpnoQL_TSXI2cPpSTEnt7XFtdDIBbtLv-DMOJZi5o/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
1qCrj4GFqTBHdLfBFgpt0Opvag7Y8RSVljp0oI0oiG4Y,Prestudy Notes for 1 Corinthians Chapter 7 Verses 1 to 9.docx,"<a href=""https://docs.google.com/document/d/1qCrj4GFqTBHdLfBFgpt0Opvag7Y8RSVljp0oI0oiG4Y/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
1JKOZmeagtLQOJfI1nqlCgSzOCjwMcjQu6ZYORaRcTqM,Prestudy Notes for 1 Corinthians Chapter 7 Verses 25 to 35,"<a href=""https://docs.google.com/document/d/1JKOZmeagtLQOJfI1nqlCgSzOCjwMcjQu6ZYORaRcTqM/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
1W3F-Xo4MHCExxLsNt_pQydYZ2U1U6HzGA1TbpgAEnls,复习 1-4章 Chapter 1-4,"<a href=""https://docs.google.com/document/d/1W3F-Xo4MHCExxLsNt_pQydYZ2U1U6HzGA1TbpgAEnls/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
1U6xXpo7k_SGQT90BCBYfGE_KtnbnVGG2shyauIiWPRk,Prestudy Notes for 1 Corinthians Review Chapter 1 to 4,"<a href=""https://docs.google.com/document/d/1U6xXpo7k_SGQT90BCBYfGE_KtnbnVGG2shyauIiWPRk/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
14uZJ0ZzgJv9mVs0KKyRsRr6KSlnW_ug99TV_QjKQuCM,02:1-5,"<a href=""https://docs.google.com/document/d/14uZJ0ZzgJv9mVs0KKyRsRr6KSlnW_ug99TV_QjKQuCM/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
1SRwW3k7G7hd9p_iNJU2zHUvuVQSMDCYVRdwvmIoYYdo,01:4-9,"<a href=""https://docs.google.com/document/d/1SRwW3k7G7hd9p_iNJU2zHUvuVQSMDCYVRdwvmIoYYdo/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
18D-wlRH4VJL1ALuowk1o6uPL_W00N5PyMCwpGOufRt4,1 Corinthians 7 10-16 Pre-Study Notes.docx,"<a href=""https://docs.google.com/document/d/18D-wlRH4VJL1ALuowk1o6uPL_W00N5PyMCwpGOufRt4/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
1cNiiyQaUgcrM0bKkzA8nAeHyZfv9x-dL,哥林多前书 9：15.docx,"<a href=""https://docs.google.com/document/d/1cNiiyQaUgcrM0bKkzA8nAeHyZfv9x-dL/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",哥林多前书 1Corinthians 
1Co3BvckwV4xY2OvpcNHCVQ9tkisMvC3N0QASyxY8tGU,1 Corinthians 7 1-9 Pre-Study Notes.docx,"<a href=""https://docs.google.com/document/d/1Co3BvckwV4xY2OvpcNHCVQ9tkisMvC3N0QASyxY8tGU/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
1f1NhVOlhaOvgc1P0fGuaSpSyU3e9d7Tp4IKeP3EEtzs,Prestudy Notes for 1 Corinthians Chapter 6 Verses 12 to 20.docx,"<a href=""https://docs.google.com/document/d/1f1NhVOlhaOvgc1P0fGuaSpSyU3e9d7Tp4IKeP3EEtzs/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
1o2n0MknVUWB08AKnvgkYsGHsjCy6FXJCUCQBQiwUHa0,Prestudy Notes for 1 Corinthians Chapter 6 Verses 1 to 11.docx,"<a href=""https://docs.google.com/document/d/1o2n0MknVUWB08AKnvgkYsGHsjCy6FXJCUCQBQiwUHa0/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
100fZoPz031lGy-ryew3T_P2xV-S1rJ0XsIJhK8zz5wo,Prestudy Notes for 1 Corinthians Chapter 5 Verses 6 to 13.docx,"<a href=""https://docs.google.com/document/d/100fZoPz031lGy-ryew3T_P2xV-S1rJ0XsIJhK8zz5wo/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
1WUkii9RkaXeGVNYCVHx3ToUcw8ieFxrHaY64cKbhSyg,Prestudy Notes for 1 Corinthians Chapter 5 Verses 1 to 5.docx,"<a href=""https://docs.google.com/document/d/1WUkii9RkaXeGVNYCVHx3ToUcw8ieFxrHaY64cKbhSyg/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
143eIgX93OnkdQUsU6cPYPkEKTglxKuAl5xBy0npp69c,Prestudy Notes for 1 Corinthians Chapter 4 Verses 14 to 21.docx,"<a href=""https://docs.google.com/document/d/143eIgX93OnkdQUsU6cPYPkEKTglxKuAl5xBy0npp69c/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
1znMTEuq-fpCrT8hPViB5yyqW_A0MB7n6rcWuNoDDRtE,Prestudy Notes for 1 Corinthians Chapter 4 Verses 6 to 13.docx,"<a href=""https://docs.google.com/document/d/1znMTEuq-fpCrT8hPViB5yyqW_A0MB7n6rcWuNoDDRtE/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
1JfQXReTrlez1ka0sbMMnMb52094CahcEXWfrsnBEQzw,Prestudy Notes for 1 Corinthians Chapter 4 Verses 1 to 6.docx,"<a href=""https://docs.google.com/document/d/1JfQXReTrlez1ka0sbMMnMb52094CahcEXWfrsnBEQzw/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
18bdViY2eG_Xvxr6OqVZ9DAfSwK1vd2Op3cCkwOqtiro,Prestudy Notes for 1 Corinthians Chapter 3 Verses 9 to 15.docx,"<a href=""https://docs.google.com/document/d/18bdViY2eG_Xvxr6OqVZ9DAfSwK1vd2Op3cCkwOqtiro/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
1REplaMMQUEDKu-XxpRVvELg0rse3Qii1vPwkWwoicb8,Prestudy Notes for 1 Corinthians Chapter 3 Verses 16 to 23.docx,"<a href=""https://docs.google.com/document/d/1REplaMMQUEDKu-XxpRVvELg0rse3Qii1vPwkWwoicb8/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
1s7W3laMXsJTSHAdyC0YX34hS1B_J7qI-wMVItwnlQo4,Prestudy Notes for 1 Corinthians Chapter 3 Verses 1 to 8.docx,"<a href=""https://docs.google.com/document/d/1s7W3laMXsJTSHAdyC0YX34hS1B_J7qI-wMVItwnlQo4/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
1RRmicPlXQBAUNBk7cSAJqTZpqqZd3nhuTVo73LjNywg,Prestudy Notes for 1 Corinthians Chapter 2 Verses 6 to 9.docx,"<a href=""https://docs.google.com/document/d/1RRmicPlXQBAUNBk7cSAJqTZpqqZd3nhuTVo73LjNywg/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
1oK547pOvjKUdVCfXu_nan-tG_IHJB0bSCEP6P3bM1tk,Prestudy Notes for 1 Corinthians Chapter 2 Verses 10 to 16.docx,"<a href=""https://docs.google.com/document/d/1oK547pOvjKUdVCfXu_nan-tG_IHJB0bSCEP6P3bM1tk/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
1ajtklXab8JxX9U63UFLcgrw3BdO7UT0WYylcpAvogSY,Prestudy Notes for 1 Corinthians Chapter 2 Verses 1 to 5.docx,"<a href=""https://docs.google.com/document/d/1ajtklXab8JxX9U63UFLcgrw3BdO7UT0WYylcpAvogSY/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
1b7SFp9A2znfetrHzY77rP--nnjga35nxiqOT423gFiI,1:18-25,"<a href=""https://docs.google.com/document/d/1b7SFp9A2znfetrHzY77rP--nnjga35nxiqOT423gFiI/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
187OcDxWql-L8EixmyXvYplAaiPN1NHEWyN9RGiNiRxw,1:26-31,"<a href=""https://docs.google.com/document/d/187OcDxWql-L8EixmyXvYplAaiPN1NHEWyN9RGiNiRxw/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
1lwcWsEa0lk7yBjCnFbBtZ-_xRjaG7AHVyhBMwygIkbs,01: 10-17,"<a href=""https://docs.google.com/document/d/1lwcWsEa0lk7yBjCnFbBtZ-_xRjaG7AHVyhBMwygIkbs/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
1Br4KaJyn_RT1f3JyxaxJhHAyOfie0wo2D0s4XGez5B4,01:1-3,"<a href=""https://docs.google.com/document/d/1Br4KaJyn_RT1f3JyxaxJhHAyOfie0wo2D0s4XGez5B4/edit?usp=drivesdk"">GoogleDrive</a>",哥林多前书 1Corinthians 
12pP-UV7MkVXMJowZpMw3wHzfFetyIpaK,马可福音第十四章32-41 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/12pP-UV7MkVXMJowZpMw3wHzfFetyIpaK/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
12xJb9FP92z2eudhHTQ2M0xfWx0FNQF6q,马可福音第十五章16-32 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/12xJb9FP92z2eudhHTQ2M0xfWx0FNQF6q/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
14WgjwVSgt8tg8xZYXRKTkLjgPFN2kl6g,马可福音第十一章1-11 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/14WgjwVSgt8tg8xZYXRKTkLjgPFN2kl6g/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
14YirgQ5vgm1igrCj824G6QYGMQ6CdDuL,马可福音第十二章18-27 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/14YirgQ5vgm1igrCj824G6QYGMQ6CdDuL/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
14kvEOQBy3_rlpB1TSifUW9_CD3fSk_sm,马可福音第九章1-13 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/14kvEOQBy3_rlpB1TSifUW9_CD3fSk_sm/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
161OzZGG8e1IYpXs6maR_pPAK6ZEIRORy,马可福音第八章22-26 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/161OzZGG8e1IYpXs6maR_pPAK6ZEIRORy/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
17woIwlZdY8fVuIkYb2wdiZYfw9jdIV3u,马可福音第八章27-38 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/17woIwlZdY8fVuIkYb2wdiZYfw9jdIV3u/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1A9c82EUqqO3B3VyL1FFqGE18AzwO2zI2,马可福音第十四章53-65 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1A9c82EUqqO3B3VyL1FFqGE18AzwO2zI2/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1BHxUpTk8FzCwGDAK6eAvumNJejTeG8VL,马可福音第九章14-29 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1BHxUpTk8FzCwGDAK6eAvumNJejTeG8VL/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1CtYOIeYFFOdQpZD6xWTUB_naint7g6ka,马可福音第六章14-29 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1CtYOIeYFFOdQpZD6xWTUB_naint7g6ka/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1DzStk-k4MWGqsjY5mHPWupE3sWtuOESm,马可福音第十四章1-9 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1DzStk-k4MWGqsjY5mHPWupE3sWtuOESm/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1FEjJnWRmGhEId07HOIWr1iN1owuMPL1W,马可福音第十二章1-12 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1FEjJnWRmGhEId07HOIWr1iN1owuMPL1W/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1FZW05IORYb0e7sTDlbbfj8I0sypzJHtL,马可福音第九章30-37 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1FZW05IORYb0e7sTDlbbfj8I0sypzJHtL/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1GMxEETVw7zFC7odDkXKspkqStZZh9usu,马可福音第十章1-12 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1GMxEETVw7zFC7odDkXKspkqStZZh9usu/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
1H88zNvVIsC859VKWKgFpVb-x3oAmmXUL,马可福音第七章24-30 - 预查笔记.docx,"<a href=""https://docs.google.com/document/d/1H88zNvVIsC859VKWKgFpVb-x3oAmmXUL/edit?usp=drivesdk&ouid=108586466636183965843&rtpof=true&sd=true"">GoogleDrive</a>",马可福音 Mark
